2021-05-03 12:46:43,036 INFO size = 256  
weights_init = pretrain_weights_init.pth  
bs = 8  
logs_folder = results/pretrain/lr0.005_bs8_size256_second/logs  
model_folder = results/pretrain/lr0.005_bs8_size256_second/models  
lr = 0.005  
output_folder = results/pretrain/lr0.005_bs8_size256_second  
exp_suffix = second  
data_folder = crops/images/  
snapshot_freq = 1  
output_root = results  
exp_name = lr0.005_bs8_size256_second
2021-05-03 12:46:43,037 INFO train_data 60000
2021-05-03 12:46:43,037 INFO val_data 1000
2021-05-03 12:46:43,037 INFO Epoch 0
2021-05-03 12:47:15,454 INFO Training: [epoch:1, batch:    50/7500] loss: 1.300
2021-05-03 12:47:38,316 INFO Training: [epoch:1, batch:   100/7500] loss: 1.183
2021-05-03 12:47:58,476 INFO Training: [epoch:1, batch:   150/7500] loss: 0.967
2021-05-03 12:48:09,458 INFO Training: [epoch:1, batch:   200/7500] loss: 0.851
2021-05-03 12:48:22,080 INFO Training: [epoch:1, batch:   250/7500] loss: 0.754
2021-05-03 12:48:32,352 INFO Training: [epoch:1, batch:   300/7500] loss: 0.687
2021-05-03 12:48:41,794 INFO Training: [epoch:1, batch:   350/7500] loss: 0.652
2021-05-03 12:48:50,362 INFO Training: [epoch:1, batch:   400/7500] loss: 0.624
2021-05-03 12:48:59,906 INFO Training: [epoch:1, batch:   450/7500] loss: 0.601
2021-05-03 12:49:07,895 INFO Training: [epoch:1, batch:   500/7500] loss: 0.583
2021-05-03 12:49:16,159 INFO Training: [epoch:1, batch:   550/7500] loss: 0.561
2021-05-03 12:49:24,444 INFO Training: [epoch:1, batch:   600/7500] loss: 0.545
2021-05-03 12:49:32,904 INFO Training: [epoch:1, batch:   650/7500] loss: 0.530
2021-05-03 12:49:55,708 INFO Training: [epoch:1, batch:   700/7500] loss: 0.518
2021-05-03 12:50:14,313 INFO Training: [epoch:1, batch:   750/7500] loss: 0.502
2021-05-03 12:50:26,553 INFO Training: [epoch:1, batch:   800/7500] loss: 0.490
2021-05-03 12:50:40,495 INFO Training: [epoch:1, batch:   850/7500] loss: 0.477
2021-05-03 12:50:52,563 INFO Training: [epoch:1, batch:   900/7500] loss: 0.471
2021-05-03 12:51:02,428 INFO Training: [epoch:1, batch:   950/7500] loss: 0.460
2021-05-03 12:51:10,727 INFO Training: [epoch:1, batch:  1000/7500] loss: 0.455
2021-05-03 12:51:18,850 INFO Training: [epoch:1, batch:  1050/7500] loss: 0.447
2021-05-03 12:51:27,362 INFO Training: [epoch:1, batch:  1100/7500] loss: 0.440
2021-05-03 12:51:35,606 INFO Training: [epoch:1, batch:  1150/7500] loss: 0.435
2021-05-03 12:51:43,451 INFO Training: [epoch:1, batch:  1200/7500] loss: 0.430
2021-05-03 12:51:52,178 INFO Training: [epoch:1, batch:  1250/7500] loss: 0.424
2021-05-03 12:52:04,462 INFO Training: [epoch:1, batch:  1300/7500] loss: 0.420
2021-05-03 12:52:12,729 INFO Training: [epoch:1, batch:  1350/7500] loss: 0.415
2021-05-03 12:52:20,998 INFO Training: [epoch:1, batch:  1400/7500] loss: 0.412
2021-05-03 12:52:29,488 INFO Training: [epoch:1, batch:  1450/7500] loss: 0.408
2021-05-03 12:52:37,610 INFO Training: [epoch:1, batch:  1500/7500] loss: 0.404
2021-05-03 12:52:45,461 INFO Training: [epoch:1, batch:  1550/7500] loss: 0.399
2021-05-03 12:52:53,311 INFO Training: [epoch:1, batch:  1600/7500] loss: 0.396
2021-05-03 12:53:02,254 INFO Training: [epoch:1, batch:  1650/7500] loss: 0.392
2021-05-03 12:53:10,123 INFO Training: [epoch:1, batch:  1700/7500] loss: 0.389
2021-05-03 12:53:18,908 INFO Training: [epoch:1, batch:  1750/7500] loss: 0.388
2021-05-03 12:53:26,782 INFO Training: [epoch:1, batch:  1800/7500] loss: 0.385
2021-05-03 12:53:36,056 INFO Training: [epoch:1, batch:  1850/7500] loss: 0.382
2021-05-03 12:53:44,507 INFO Training: [epoch:1, batch:  1900/7500] loss: 0.378
2021-05-03 12:53:52,487 INFO Training: [epoch:1, batch:  1950/7500] loss: 0.375
2021-05-03 12:54:01,146 INFO Training: [epoch:1, batch:  2000/7500] loss: 0.373
2021-05-03 12:54:10,045 INFO Training: [epoch:1, batch:  2050/7500] loss: 0.372
2021-05-03 12:54:18,381 INFO Training: [epoch:1, batch:  2100/7500] loss: 0.370
2021-05-03 12:54:26,255 INFO Training: [epoch:1, batch:  2150/7500] loss: 0.368
2021-05-03 12:54:35,170 INFO Training: [epoch:1, batch:  2200/7500] loss: 0.366
2021-05-03 12:54:43,282 INFO Training: [epoch:1, batch:  2250/7500] loss: 0.364
2021-05-03 12:54:51,338 INFO Training: [epoch:1, batch:  2300/7500] loss: 0.360
2021-05-03 12:54:59,239 INFO Training: [epoch:1, batch:  2350/7500] loss: 0.357
2021-05-03 12:55:09,172 INFO Training: [epoch:1, batch:  2400/7500] loss: 0.355
2021-05-03 12:55:17,445 INFO Training: [epoch:1, batch:  2450/7500] loss: 0.354
2021-05-03 12:55:25,602 INFO Training: [epoch:1, batch:  2500/7500] loss: 0.352
2021-05-03 12:55:33,672 INFO Training: [epoch:1, batch:  2550/7500] loss: 0.351
2021-05-03 12:55:41,702 INFO Training: [epoch:1, batch:  2600/7500] loss: 0.349
2021-05-03 12:55:49,571 INFO Training: [epoch:1, batch:  2650/7500] loss: 0.347
2021-05-03 12:55:57,470 INFO Training: [epoch:1, batch:  2700/7500] loss: 0.345
2021-05-03 12:56:05,418 INFO Training: [epoch:1, batch:  2750/7500] loss: 0.344
2021-05-03 12:56:13,451 INFO Training: [epoch:1, batch:  2800/7500] loss: 0.342
2021-05-03 12:56:21,944 INFO Training: [epoch:1, batch:  2850/7500] loss: 0.340
2021-05-03 12:57:13,769 INFO Training: [epoch:1, batch:  2900/7500] loss: 0.338
2021-05-03 12:57:38,457 INFO Training: [epoch:1, batch:  2950/7500] loss: 0.337
2021-05-03 12:57:54,108 INFO Training: [epoch:1, batch:  3000/7500] loss: 0.336
2021-05-03 12:58:06,418 INFO Training: [epoch:1, batch:  3050/7500] loss: 0.334
2021-05-03 12:58:15,794 INFO Training: [epoch:1, batch:  3100/7500] loss: 0.333
